source_id,customers,customer_peak_mw,customer_annual_gwh,urban4_route_km,topotherm_route_km,topotherm_minus_urban4_percent,common_route_km,urban4_route_reproduced_percent,topotherm_route_shared_percent,length_weighted_jaccard,urban4_road_segments,urban4_released_distribution_segments,urban4_route_segments_also_labelled_intertie,urban4_route_fully_feasible_in_topotherm_candidate,topotherm_road_segments,common_road_segments,forced_customers_connected,topotherm_source_supply_mw,topotherm_peak_loss_percent_of_supply,topotherm_pipe_objective_eur_per_year,urban4_fixed_customer_topology_runtime_s,topotherm_prepare_model_s,topotherm_solver_runtime_s,topotherm_total_runtime_s,topotherm_to_urban4_runtime_ratio,topotherm_termination,topotherm_reported_gap,padding_km,initial_candidate_nodes,initial_candidate_edges,terminal_nodes,clip_disconnected_terminals,full_graph_path_edges_added,pruned_candidate_nodes,pruned_candidate_edges,contracted_road_nodes,contracted_road_edges,topotherm_nodes,topotherm_edges,source_snap_distance_m
H1,600,38.59084974685574,61.74535959496923,21.84109420423904,15.064229217120364,-31.028047055460195,10.299856746473152,47.15815357123498,68.3729422728609,0.38713309833409215,1287,1115,172,True,950,683,600,39.24166160547819,1.658471716018245,1424084.7322906149,0.7416879850024998,1.7314171270008956,1803.4436331479992,1805.175050275,2433.8739291683632,maxTimeLimit,0.09239286676768352,0.25,13368,14327,299,0,0,9294,10253,2041,2850,2641,3450,37.37722613443145
H2,241,16.096650253144215,25.75464040503077,11.304792394113774,7.748390124605029,-31.45924441178156,5.632480531416614,49.823829886069895,72.69226821105278,0.41968598488705783,626,625,1,True,444,356,241,16.38098877835872,1.7357836517790313,609792.5165081646,0.5511344830010785,0.560623230998317,311.049747473,311.61037070399834,565.3980658353917,optimal,0.009997956216917441,0.25,4480,4860,149,0,0,3263,3643,810,1144,1051,1385,15.249149871299341
