source_id,edge_id,edge_kind,length_km,peak_inflow_kw,geometry_json,original_road_segments,building_id
H2,road::00102,road,0.031972903034073144,3066.5787985150287,"[[10.1988095,50.0267057],[10.1989773,50.0267645],[10.1991618,50.0267798],[10.1992271,50.026764]]",3,
H2,road::00103,road,0.012023159796775772,1000.3396928723629,"[[10.1989041,50.0260984],[10.1990296,50.0261703]]",1,
H2,road::00107,road,0.043462413633945554,113.4970580449368,"[[10.1990212,50.0359571],[10.1992122,50.0358873],[10.1993362,50.0357954],[10.1994559,50.0356934]]",3,
H2,road::00108,road,0.01008459524542112,1000.5648319209683,"[[10.1990296,50.0261703],[10.1991373,50.0262288]]",1,
H2,road::00113,road,0.024828158090416965,1001.1191276660073,"[[10.1991373,50.0262288],[10.1993159,50.0263285],[10.1993642,50.0263554],[10.1993997,50.0263749]]",3,
H2,road::00114,road,0.054236199069211746,1420.7260371100713,"[[10.1992271,50.026764],[10.1993339,50.0267159],[10.1994346,50.026694],[10.1995223,50.0267018],[10.1996116,50.026734],[10.199687,50.0267468],[10.1997497,50.0267281],[10.1998597,50.0266337]]",7,
H2,road::00115,road,0.11394506922898175,1645.110243536468,"[[10.1992271,50.026764],[10.199305,50.026848],[10.1994451,50.0269812],[10.1995312,50.0270561],[10.1996254,50.0271456],[10.199699,50.0272392],[10.1997652,50.0273347],[10.1998845,50.0274888],[10.1999522,50.0275645],[10.2000287,50.0276467]]",9,
H2,road::00118,road,0.02187553802452701,1087.2807119557604,"[[10.1993997,50.0263749],[10.1994883,50.0264238],[10.199632,50.0265028]]",2,
H2,road::00119,road,0.12460973202705285,85.6723871093766,"[[10.1993997,50.0263749],[10.1994213,50.0263558],[10.1994453,50.0263346],[10.1999928,50.0259642],[10.2005911,50.0255581]]",4,
H2,road::00122,road,0.05756080028198962,112.54352100466487,"[[10.1994559,50.0356934],[10.199706,50.0358246],[10.2000728,50.0360256]]",2,
H2,road::00126,road,0.013216362226080474,110.87218506020147,"[[10.1996014,50.0378112],[10.199717,50.0377185]]",1,
H2,road::00129,road,0.021855229098062458,1198.1808435241167,"[[10.199632,50.0265028],[10.1997699,50.0265786],[10.1998597,50.0266337]]",2,
H2,road::00130,road,0.010647332555672776,110.65184492058917,"[[10.1996758,50.0280132],[10.1998242,50.0280061]]",1,
H2,road::00131,road,0.069589115252062,112.39889168537226,"[[10.199717,50.0377185],[10.2003416,50.0372388]]",1,
H2,road::00132,road,0.03262456310967463,111.28069841072676,"[[10.1998238,50.036263],[10.1998225,50.0362337],[10.1998453,50.0362026],[10.199886,50.036171],[10.2000728,50.0360256]]",4,
H2,road::00134,road,0.035639691370910685,111.43372455705492,"[[10.1998242,50.0280061],[10.2001241,50.0277502]]",1,
H2,road::00138,road,0.00439431883153844,221.3244597699112,"[[10.1998597,50.0266337],[10.1999054,50.0266601]]",1,
H2,road::00139,road,0.04931587120442528,5924.896444481372,"[[10.1998608,50.0369093],[10.1999606,50.0369668],[10.19998,50.0369779],[10.2002282,50.0371315],[10.2003713,50.0372069]]",4,
H2,road::00140,road,0.006495950576710259,110.41875854653397,"[[10.1999054,50.0266601],[10.1999644,50.0266157]]",1,
H2,road::00141,road,0.012986425875134504,110.80908671061387,"[[10.1999054,50.0266601],[10.2000409,50.0267378]]",1,
H2,road::00144,road,0.013381113029516506,1531.993748095784,"[[10.2000287,50.0276467],[10.2001241,50.0277502]]",1,
H2,road::00147,road,0.036552011889563286,1420.2581976695094,"[[10.2001241,50.0277502],[10.2001748,50.0277906],[10.2002272,50.0278301],[10.2002954,50.0278759],[10.20037,50.0279247],[10.2004845,50.0279814]]",5,
H2,road::00151,road,0.004135089980829371,5923.689875226962,"[[10.2003416,50.0372388],[10.2003713,50.0372069]]",1,
H2,road::00152,road,0.047355953103503254,5700.72205992978,"[[10.2003416,50.0372388],[10.2008635,50.0375007]]",1,
H2,road::00159,road,0.05827031088032978,111.84588673465703,"[[10.20046,50.0276949],[10.2009898,50.0280087],[10.2010343,50.0280622]]",2,
H2,road::00160,road,0.007307508138608122,1419.4355022287862,"[[10.2004845,50.0279814],[10.200573,50.0280142]]",1,
H2,road::00165,road,0.030286652368872298,1419.271030896775,"[[10.200573,50.0280142],[10.2006134,50.0280291],[10.2007544,50.0280744],[10.200873,50.0281062],[10.2009554,50.0281305]]",4,
H2,road::00170,road,0.039375460521899226,111.28262420865214,"[[10.2007822,50.0284548],[10.2009351,50.028298],[10.2009163,50.0282691],[10.200917,50.0282192],[10.2009873,50.028144]]",4,
H2,road::00171,road,0.006975931543883608,4147.902467196804,"[[10.2008635,50.0375007],[10.2009279,50.0374536]]",1,
H2,road::00172,road,0.012787532743613682,1330.9142985003527,"[[10.2008635,50.0375007],[10.2010202,50.037556]]",1,
H2,road::00173,road,0.037505289795798556,4147.737182907014,"[[10.2009279,50.0374536],[10.2010035,50.0374006],[10.2010475,50.0373624],[10.2012492,50.0371875]]",3,
H2,road::00174,road,0.0027318778548043546,556.1294438914119,"[[10.2009554,50.0281305],[10.2009873,50.028144]]",1,
H2,road::00175,road,0.009463232695325115,862.4599223207788,"[[10.2009554,50.0281305],[10.2010343,50.0280622]]",1,
H2,road::00176,road,0.032207105388498684,444.7863582945689,"[[10.2009873,50.028144],[10.2010527,50.0281717],[10.2011315,50.0282166],[10.2012,50.0282618],[10.2012639,50.0283065],[10.2012858,50.0283239],[10.2013104,50.0283436]]",6,
H2,road::00179,road,0.024680675886165685,1220.1792284029798,"[[10.2010202,50.037556],[10.2012934,50.0376915]]",1,
H2,road::00180,road,0.02488114203836351,750.403336733116,"[[10.2010343,50.0280622],[10.2011369,50.0280076],[10.2013143,50.0279299]]",2,
H2,road::00181,road,0.015203521608692906,1108.6710634342662,"[[10.2011542,50.0377948],[10.2012934,50.0376915]]",1,
